reading_id,timestamp,site_id,zone_id,sensor_id,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,signal_dbm,sensor_battery_pct,angular_crack_velocity_product,crack_expansion_ratio,moisture_weighted_tilt,hazard_index_H,risk_class
2231,2026-04-03T23:00:00.000Z,singareni-s4,zone-c,SN-101,0.63,0,0.24,0.28,0.29,29,-68,83,0,0.824,0.183,0.195,Normal
2232,2026-04-04T00:00:00.000Z,korba-west-bench,zone-c,SN-101,1.46,0.13,2.68,0.34,1.6,43,-72,74,0.057,0.122,0.628,0.212,Normal
2233,2026-04-04T01:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.92,0,0.02,0.06,0.83,17,-79,84,0,0.5,0.156,0.118,Normal
2234,2026-04-04T02:00:00.000Z,jharia-open-pit,zone-b,EX-201,3.03,0.94,8.35,1.25,3.39,81,-69,82,1.269,0.148,2.454,0.648,Critical
2235,2026-04-04T03:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.61,0.92,6.24,1.36,3.43,78,-69,96,1.343,0.215,2.036,0.727,Critical
2236,2026-04-04T04:00:00.000Z,singareni-s4,zone-b,PZ-401,0,0.09,1.99,0.22,1.97,32,-74,95,0.029,0.105,0,0.147,Normal
2237,2026-04-04T05:00:00.000Z,korba-west-bench,zone-d,EX-201,1.16,0.01,0,0,0,10,-77,64,0.001,0,0.116,-0.002,Normal
2238,2026-04-04T06:00:00.000Z,singareni-s4,zone-d,EX-201,0,0,0.01,0.06,0.87,10,-74,91,0,0.545,0,0.064,Normal
2239,2026-04-04T07:00:00.000Z,jharia-open-pit,zone-d,TL-301,3.22,0.73,7.19,1.36,2.66,80,-61,86,1.066,0.187,2.576,0.608,Critical
2240,2026-04-04T08:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.93,0.35,5.39,0.47,0.86,43,-77,83,0.199,0.086,0.4,0.328,Warning
2241,2026-04-04T09:00:00.000Z,korba-west-bench,zone-b,TL-301,0.91,0.09,0,0.19,1.09,20,-72,85,0.026,1.9,0.182,0.152,Normal
2242,2026-04-04T10:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.89,0.11,0.75,0.16,1.83,11,-82,81,0.029,0.188,0.098,0.101,Normal
2243,2026-04-04T11:00:00.000Z,korba-west-bench,zone-d,EX-201,1.25,0.38,3.21,0.61,1.65,39,-80,78,0.27,0.184,0.488,0.307,Warning
2244,2026-04-04T12:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0,0.04,1.39,0,0,29,-84,69,0.004,0,0,0.036,Normal
2245,2026-04-04T13:00:00.000Z,jharia-open-pit,zone-c,TL-301,1.55,0.06,0.47,0.33,0.31,10,-83,77,0.026,0.579,0.155,0.107,Normal
2246,2026-04-04T14:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,0.9,0.09,1.72,0,0.72,39,-84,80,0.009,0,0.351,0.121,Normal
2247,2026-04-04T15:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0,0.2,2.07,0.01,0.65,36,-77,81,0.022,0.005,0,0.083,Normal
2248,2026-04-04T16:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.11,0.09,0,0,0,24,-76,65,0.009,0,0.026,0.046,Normal
2249,2026-04-04T17:00:00.000Z,korba-west-bench,zone-d,EX-201,1.4,0.41,2.23,0.15,1.53,44,-69,66,0.102,0.064,0.616,0.284,Normal
2250,2026-04-04T18:00:00.000Z,singareni-s4,zone-d,TL-301,0.52,0.33,1.05,0,1.31,21,-62,98,0.033,0,0.109,0.105,Normal
2251,2026-04-04T19:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.87,0,1.03,0,0,30,-74,74,0,0,0.261,0.069,Normal
2252,2026-04-04T20:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.63,0.25,0.28,0.14,1.05,35,-65,95,0.06,0.368,0.22,0.153,Normal
2253,2026-04-04T21:00:00.000Z,raniganj-south-slope,zone-a,TL-301,1.52,0.24,4.07,0.37,2.3,45,-73,71,0.113,0.089,0.684,0.336,Warning
2254,2026-04-04T22:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.44,0.35,2.7,0.6,2.67,48,-77,93,0.245,0.214,0.691,0.311,Warning
2255,2026-04-04T23:00:00.000Z,korba-west-bench,zone-d,TL-301,0.17,0,0.83,0.09,0.2,32,-76,87,0,0.097,0.054,0.053,Normal
2256,2026-04-05T00:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.14,0.42,4.08,0.37,1.92,59,-83,68,0.197,0.089,0.673,0.325,Warning
2257,2026-04-05T01:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.36,0.3,0.18,0.14,0,25,-67,99,0.072,0.5,0.09,0.178,Normal
2258,2026-04-05T02:00:00.000Z,raniganj-south-slope,zone-b,SN-101,1.37,0.48,3.31,0.39,2.1,48,-76,77,0.235,0.114,0.658,0.419,Warning
2259,2026-04-05T03:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.74,0.34,3.49,0.46,1.48,53,-74,82,0.19,0.128,0.922,0.297,Normal
2260,2026-04-05T04:00:00.000Z,korba-west-bench,zone-a,TL-301,0.26,0.02,1.2,0.16,1.29,18,-76,98,0.005,0.123,0.047,0.062,Normal
2261,2026-04-05T05:00:00.000Z,singareni-s4,zone-a,SN-101,0.18,0,1.35,0.03,0.42,14,-74,68,0,0.021,0.025,0.027,Normal
2262,2026-04-05T06:00:00.000Z,korba-west-bench,zone-a,TL-301,0.07,0.16,0.64,0.05,0.38,25,-76,99,0.024,0.068,0.018,0.127,Normal
2263,2026-04-05T07:00:00.000Z,singareni-s4,zone-b,TL-301,2.01,0.18,2.69,0.51,1.88,57,-77,94,0.11,0.183,1.146,0.315,Warning
2264,2026-04-05T08:00:00.000Z,singareni-s4,zone-d,PZ-401,0.36,0.15,0.1,0.11,0.31,29,-84,77,0.032,0.55,0.104,0.114,Normal
2265,2026-04-05T09:00:00.000Z,jharia-open-pit,zone-a,TL-301,1.79,0.35,3.05,0.74,1.26,56,-70,84,0.294,0.235,1.002,0.293,Normal
2266,2026-04-05T10:00:00.000Z,singareni-s4,zone-d,EX-201,0.19,0,0.07,0.02,0.61,18,-77,85,0,0.118,0.034,0.139,Normal
2267,2026-04-05T11:00:00.000Z,singareni-s4,zone-b,SN-101,1.1,0.28,2.39,0.57,1.69,47,-78,62,0.188,0.229,0.517,0.209,Normal
2268,2026-04-05T12:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.14,0.17,1.07,0.21,0.8,28,-66,60,0.053,0.179,0.039,0.158,Normal
2269,2026-04-05T13:00:00.000Z,singareni-s4,zone-d,EX-201,1.18,0.15,0.19,0.07,0.51,35,-84,94,0.026,0.241,0.413,0.117,Normal
2270,2026-04-05T14:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.24,0.08,0.43,0,0.68,34,-65,86,0.008,0,0.082,0.046,Normal
2271,2026-04-05T15:00:00.000Z,singareni-s4,zone-b,EX-201,1.61,0.3,3.08,0.39,1.31,46,-77,70,0.147,0.123,0.741,0.219,Normal
2272,2026-04-05T16:00:00.000Z,singareni-s4,zone-a,TL-301,0.19,0.06,0.54,0.02,0.83,18,-79,71,0.007,0.031,0.034,0.103,Normal
2273,2026-04-05T17:00:00.000Z,korba-west-bench,zone-d,PZ-401,2.04,0.15,2.72,0.37,1.3,52,-63,64,0.07,0.131,1.061,0.216,Normal
2274,2026-04-05T18:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.02,0.06,0.75,0.13,0.59,43,-63,63,0.014,0.153,0.009,0.071,Normal
2275,2026-04-05T19:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.13,0,0.59,0,1.35,27,-73,63,0,0,0.035,0.042,Normal
2276,2026-04-05T20:00:00.000Z,jharia-open-pit,zone-a,PZ-401,2.27,0.55,3.62,0.73,1.78,54,-80,93,0.457,0.196,1.226,0.454,Warning
2277,2026-04-05T21:00:00.000Z,raniganj-south-slope,zone-d,TL-301,0.76,0.1,0.34,0,0.84,13,-84,75,0.01,0,0.099,0.059,Normal
2278,2026-04-05T22:00:00.000Z,korba-west-bench,zone-b,TL-301,0.47,0.06,2.08,0,0.42,26,-61,88,0.006,0,0.122,0.144,Normal
2279,2026-04-05T23:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.39,0.22,0.58,0,0.84,20,-72,68,0.022,0,0.078,0.062,Normal
2280,2026-04-06T00:00:00.000Z,raniganj-south-slope,zone-c,TL-301,0.01,0,1.68,0.1,0.88,21,-73,78,0,0.056,0.002,0.112,Normal
2281,2026-04-06T01:00:00.000Z,singareni-s4,zone-c,SN-101,0.72,0.23,0.62,0.39,1.16,21,-82,77,0.113,0.542,0.151,0.285,Normal
2282,2026-04-06T02:00:00.000Z,singareni-s4,zone-d,PZ-401,1.89,0.45,4.16,0.59,2.33,49,-81,79,0.31,0.138,0.926,0.305,Warning
2283,2026-04-06T03:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.17,0.28,3.72,0.45,2.52,47,-77,84,0.154,0.118,0.55,0.323,Warning
2284,2026-04-06T04:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.66,0,0.22,0,1.08,38,-71,80,0,0,0.251,0.093,Normal
2285,2026-04-06T05:00:00.000Z,korba-west-bench,zone-d,SN-101,0,0,0.36,0,1.33,28,-73,86,0,0,0,0.065,Normal
2286,2026-04-06T06:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.8,0.48,3.36,0.37,1.13,43,-60,92,0.226,0.107,0.774,0.336,Warning
2287,2026-04-06T07:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,1.6,0.37,2.28,0.49,2.5,60,-66,85,0.218,0.206,0.96,0.361,Warning
2288,2026-04-06T08:00:00.000Z,singareni-s4,zone-d,PZ-401,0.46,0,1.18,0.23,1.59,27,-63,90,0,0.18,0.124,0.051,Normal
2289,2026-04-06T09:00:00.000Z,korba-west-bench,zone-d,SN-101,0.82,0,0.72,0,1.01,26,-62,70,0,0,0.213,0.067,Normal
2290,2026-04-06T10:00:00.000Z,korba-west-bench,zone-b,EX-201,0.48,0,0,0,0.5,20,-66,95,0,0,0.096,0.052,Normal
2291,2026-04-06T11:00:00.000Z,jharia-open-pit,zone-d,SN-101,2.87,0.89,8.3,1.28,4.29,84,-71,71,1.228,0.152,2.411,0.655,Critical
2292,2026-04-06T12:00:00.000Z,korba-west-bench,zone-d,EX-201,1.17,0.42,4.09,0.13,1.27,59,-76,83,0.097,0.031,0.69,0.234,Normal
2293,2026-04-06T13:00:00.000Z,singareni-s4,zone-b,EX-201,0.59,0,0.46,0,0.93,30,-82,77,0,0,0.177,0.047,Normal
2294,2026-04-06T14:00:00.000Z,korba-west-bench,zone-d,SN-101,0.39,0.04,0,0,0.36,10,-77,72,0.004,0,0.039,0.045,Normal
2295,2026-04-06T15:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0,0.23,0.57,0,0.96,17,-76,62,0.023,0,0,0.07,Normal
2296,2026-04-06T16:00:00.000Z,korba-west-bench,zone-b,SN-101,0.13,0.03,1.25,0.26,0.97,46,-60,65,0.011,0.193,0.06,0.088,Normal
2297,2026-04-06T17:00:00.000Z,raniganj-south-slope,zone-b,TL-301,4,0.9,7.72,1.19,2.28,80,-80,83,1.161,0.152,3.2,0.604,Critical
2298,2026-04-06T18:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.86,0,0.92,0.11,0.38,26,-70,68,0,0.108,0.224,0.104,Normal
2299,2026-04-06T19:00:00.000Z,korba-west-bench,zone-c,SN-101,0.33,0,0.68,0.18,0.59,47,-77,67,0,0.231,0.155,0.177,Normal
2300,2026-04-06T20:00:00.000Z,raniganj-south-slope,zone-c,EX-201,1.7,0.32,2.65,0.16,2.53,47,-69,69,0.083,0.058,0.799,0.242,Normal
2301,2026-04-06T21:00:00.000Z,korba-west-bench,zone-c,TL-301,0.62,0.09,1.37,0,0.22,11,-70,65,0.009,0,0.068,0.119,Normal
2302,2026-04-06T22:00:00.000Z,singareni-s4,zone-c,SN-101,0.73,0.11,0.11,0.04,0.89,41,-64,93,0.015,0.19,0.299,0.195,Normal
2303,2026-04-06T23:00:00.000Z,korba-west-bench,zone-c,SN-101,1.79,0.24,3.66,0.55,2.36,52,-61,82,0.156,0.146,0.931,0.353,Warning
2304,2026-04-07T00:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.72,0,0,0.18,1.88,26,-74,73,0,1.8,0.187,0.119,Normal
2305,2026-04-07T01:00:00.000Z,korba-west-bench,zone-d,TL-301,1.1,0.4,4.34,0.76,1.13,51,-80,97,0.344,0.171,0.561,0.386,Warning
2306,2026-04-07T02:00:00.000Z,jharia-open-pit,zone-a,PZ-401,1.43,0.37,1.8,0.52,2.46,45,-63,88,0.229,0.274,0.643,0.249,Normal
2307,2026-04-07T03:00:00.000Z,jharia-open-pit,zone-a,EX-201,3.51,0.84,8.39,1.35,5.1,73,-78,80,1.218,0.159,2.562,0.684,Critical
2308,2026-04-07T04:00:00.000Z,singareni-s4,zone-a,EX-201,0.46,0.17,0,0,0.09,10,-82,99,0.017,0,0.046,0.082,Normal
2309,2026-04-07T05:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.98,0.24,3.3,0.32,2.03,32,-74,95,0.101,0.094,0.634,0.261,Normal
2310,2026-04-07T06:00:00.000Z,jharia-open-pit,zone-c,EX-201,0.61,0.07,1.24,0,0,28,-61,86,0.007,0,0.171,0.102,Normal
2311,2026-04-07T07:00:00.000Z,singareni-s4,zone-d,PZ-401,0.59,0,0.34,0,0.94,18,-81,79,0,0,0.106,0.128,Normal
2312,2026-04-07T08:00:00.000Z,korba-west-bench,zone-b,TL-301,0.49,0,0.7,0,0.88,35,-76,89,0,0,0.171,0.098,Normal
2313,2026-04-07T09:00:00.000Z,raniganj-south-slope,zone-c,TL-301,1.07,0,1.06,0.15,0,28,-77,96,0,0.129,0.3,0.085,Normal
2314,2026-04-07T10:00:00.000Z,korba-west-bench,zone-d,EX-201,1.51,0.39,3.58,0.33,1.84,60,-67,86,0.168,0.09,0.906,0.249,Normal
2315,2026-04-07T11:00:00.000Z,korba-west-bench,zone-d,PZ-401,0,0,1.74,0.25,0,28,-79,94,0,0.136,0,0.013,Normal
2316,2026-04-07T12:00:00.000Z,korba-west-bench,zone-d,PZ-401,0.64,0.07,0.62,0.22,1.13,17,-71,90,0.022,0.306,0.109,0.167,Normal
2317,2026-04-07T13:00:00.000Z,jharia-open-pit,zone-c,TL-301,3.88,1.06,8.42,1.09,3.67,75,-80,73,1.261,0.128,2.91,0.666,Critical
2318,2026-04-07T14:00:00.000Z,singareni-s4,zone-b,SN-101,0.88,0.16,0.84,0,1.38,32,-80,71,0.016,0,0.282,0.067,Normal
2319,2026-04-07T15:00:00.000Z,singareni-s4,zone-d,TL-301,1.7,0.27,1.54,0.38,0.78,45,-79,63,0.13,0.232,0.765,0.153,Normal
2320,2026-04-07T16:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.41,0.23,1.4,0,0,19,-68,68,0.023,0,0.078,0.111,Normal
2321,2026-04-07T17:00:00.000Z,raniganj-south-slope,zone-c,TL-301,1.47,0.31,2.04,0.71,2.14,46,-63,94,0.251,0.332,0.676,0.267,Normal
2322,2026-04-07T18:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.14,0.4,2.6,0.45,2.22,43,-81,68,0.22,0.167,0.92,0.321,Warning
2323,2026-04-07T19:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.56,0.13,0.27,0,1.16,11,-70,62,0.013,0,0.062,0.053,Normal
2324,2026-04-07T20:00:00.000Z,korba-west-bench,zone-a,TL-301,0.27,0.18,1.02,0.05,0.34,13,-65,89,0.027,0.045,0.035,0.059,Normal
2325,2026-04-07T21:00:00.000Z,singareni-s4,zone-d,SN-101,3.48,0.85,7.65,1.68,3.51,70,-61,61,1.513,0.217,2.436,0.679,Critical
2326,2026-04-07T22:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0.43,0,0.85,0.17,0.33,37,-71,68,0,0.179,0.159,0.016,Normal
2327,2026-04-07T23:00:00.000Z,korba-west-bench,zone-b,PZ-401,0,0,1.46,0.03,0.5,28,-74,77,0,0.019,0,0.029,Normal
2328,2026-04-08T00:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.17,0.17,0.74,0.13,0,40,-64,92,0.039,0.155,0.068,0.119,Normal
2329,2026-04-08T01:00:00.000Z,singareni-s4,zone-d,EX-201,1.09,0.12,2.37,0.31,0.86,25,-78,70,0.049,0.126,0.273,0.179,Normal
2330,2026-04-08T02:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.9,0.19,0.31,0.41,0.85,31,-74,83,0.097,1,0.279,0.188,Normal
2331,2026-04-08T03:00:00.000Z,raniganj-south-slope,zone-a,EX-201,0.44,0,0,0.31,1.46,13,-74,98,0,3.1,0.057,0.069,Normal
2332,2026-04-08T04:00:00.000Z,singareni-s4,zone-d,SN-101,0.02,0.2,2.33,0.26,0,18,-76,100,0.072,0.107,0.004,0.075,Normal
2333,2026-04-08T05:00:00.000Z,korba-west-bench,zone-a,TL-301,0.35,0.4,0.81,0,0.62,21,-61,92,0.04,0,0.073,0.127,Normal
2334,2026-04-08T06:00:00.000Z,jharia-open-pit,zone-b,TL-301,1.41,0.39,3.71,0.22,2.44,33,-82,64,0.125,0.058,0.465,0.356,Warning
2335,2026-04-08T07:00:00.000Z,singareni-s4,zone-c,TL-301,0,0.09,0.14,0.22,0.68,16,-74,99,0.029,0.917,0,0.062,Normal
2336,2026-04-08T08:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.49,0.04,0.17,0.36,0.35,19,-77,92,0.018,1.333,0.093,0.141,Normal
2337,2026-04-08T09:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.13,0,0,0.12,0.28,21,-73,62,0,1.2,0.027,0.081,Normal
2338,2026-04-08T10:00:00.000Z,korba-west-bench,zone-d,EX-201,0.28,0.24,0.17,0.26,0.22,10,-71,68,0.086,0.963,0.028,0.21,Normal
2339,2026-04-08T11:00:00.000Z,korba-west-bench,zone-b,PZ-401,1.17,0.51,5.36,0.64,2.31,49,-65,95,0.377,0.117,0.573,0.396,Warning
2340,2026-04-08T12:00:00.000Z,jharia-open-pit,zone-b,TL-301,0,0,1.92,0.35,0.32,34,-60,91,0,0.173,0,0.072,Normal
2341,2026-04-08T13:00:00.000Z,singareni-s4,zone-c,EX-201,0.57,0,0.34,0.03,0,37,-62,89,0,0.068,0.211,0.039,Normal
2342,2026-04-08T14:00:00.000Z,singareni-s4,zone-b,SN-101,0.09,0.2,1.92,0.05,0.19,39,-73,67,0.03,0.025,0.035,0.079,Normal
2343,2026-04-08T15:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.63,0.31,3.36,0.61,1.82,50,-84,98,0.22,0.176,0.815,0.351,Warning
2344,2026-04-08T16:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.83,0.04,3.58,0.48,2.23,43,-75,96,0.023,0.13,0.787,0.321,Warning
2345,2026-04-08T17:00:00.000Z,raniganj-south-slope,zone-a,TL-301,0.01,0.04,1.45,0,0.43,16,-68,77,0.004,0,0.002,-0.052,Normal
2346,2026-04-08T18:00:00.000Z,korba-west-bench,zone-b,TL-301,0.35,0,0,0,0.26,22,-61,89,0,0,0.077,0.069,Normal
2347,2026-04-08T19:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,4.18,1.11,7.94,1.52,3.57,65,-61,61,1.798,0.189,2.717,0.729,Critical
2348,2026-04-08T20:00:00.000Z,korba-west-bench,zone-a,SN-101,1.73,0.34,3.16,0.25,1.52,34,-80,88,0.119,0.077,0.588,0.224,Normal
2349,2026-04-08T21:00:00.000Z,singareni-s4,zone-a,PZ-401,3.01,0.89,8.38,1.17,3.25,72,-82,91,1.13,0.138,2.167,0.633,Critical
2350,2026-04-08T22:00:00.000Z,korba-west-bench,zone-d,SN-101,1.34,0.35,3.1,0.18,2.99,45,-73,64,0.098,0.056,0.603,0.231,Normal
2351,2026-04-08T23:00:00.000Z,singareni-s4,zone-a,PZ-401,2.14,0.39,4.37,0.61,1.6,43,-73,79,0.277,0.136,0.92,0.374,Warning
2352,2026-04-09T00:00:00.000Z,jharia-open-pit,zone-c,PZ-401,3.38,0.78,7.43,1.24,3.21,70,-77,82,1.045,0.165,2.366,0.631,Critical
2353,2026-04-09T01:00:00.000Z,singareni-s4,zone-d,TL-301,0.25,0.07,0.46,0.06,0.53,33,-77,74,0.011,0.107,0.083,0.078,Normal
2354,2026-04-09T02:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.35,0.43,3.86,0.26,1.58,34,-83,68,0.155,0.066,0.459,0.306,Warning
2355,2026-04-09T03:00:00.000Z,korba-west-bench,zone-a,TL-301,0.87,0,0.29,0.13,0.8,15,-60,72,0,0.333,0.131,0.117,Normal
2356,2026-04-09T04:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,2.87,0.82,7.33,1.03,3.06,83,-78,63,0.927,0.139,2.382,0.647,Critical
2357,2026-04-09T05:00:00.000Z,korba-west-bench,zone-c,TL-301,2.4,0.4,3.34,0.35,2.14,46,-71,81,0.18,0.102,1.104,0.338,Warning
2358,2026-04-09T06:00:00.000Z,jharia-open-pit,zone-c,SN-101,1.11,0,0.43,0.07,1.3,21,-69,92,0,0.132,0.233,0.117,Normal
2359,2026-04-09T07:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.35,0.12,3.96,0.7,3.33,51,-85,99,0.096,0.172,0.689,0.327,Warning
2360,2026-04-09T08:00:00.000Z,jharia-open-pit,zone-c,SN-101,3.56,0.99,7.64,1.25,3.92,72,-61,70,1.337,0.161,2.563,0.752,Critical
2361,2026-04-09T09:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.33,0.22,3.51,0.45,2.39,56,-68,94,0.121,0.125,0.745,0.285,Normal
2362,2026-04-09T10:00:00.000Z,jharia-open-pit,zone-a,EX-201,1.59,0.12,3.52,0.38,2.09,49,-69,77,0.058,0.105,0.779,0.261,Normal
2363,2026-04-09T11:00:00.000Z,korba-west-bench,zone-d,EX-201,0,0.19,0,0,0.81,30,-68,89,0.019,0,0,0.118,Normal
2364,2026-04-09T12:00:00.000Z,singareni-s4,zone-b,EX-201,0.77,0.1,0.67,0.18,1.32,22,-77,69,0.028,0.234,0.169,0.109,Normal
2365,2026-04-09T13:00:00.000Z,korba-west-bench,zone-d,EX-201,0.38,0.12,0.76,0.18,1,21,-61,91,0.034,0.209,0.08,0.201,Normal
2366,2026-04-09T14:00:00.000Z,singareni-s4,zone-c,PZ-401,0.36,0.22,1.38,0,0.15,30,-67,94,0.022,0,0.108,0.112,Normal
2367,2026-04-09T15:00:00.000Z,korba-west-bench,zone-a,PZ-401,0.24,0,1.07,0.22,1.22,24,-65,86,0,0.188,0.058,0.063,Normal
2368,2026-04-09T16:00:00.000Z,korba-west-bench,zone-d,EX-201,0.54,0.15,1.08,0.11,0,21,-63,76,0.032,0.093,0.113,0.145,Normal
2369,2026-04-09T17:00:00.000Z,korba-west-bench,zone-d,TL-301,0.76,0.1,0,0.1,0.5,20,-72,74,0.02,1,0.152,0.039,Normal
2370,2026-04-09T18:00:00.000Z,jharia-open-pit,zone-a,PZ-401,0.68,0.05,0,0,0.68,41,-76,71,0.005,0,0.279,0.145,Normal
2371,2026-04-09T19:00:00.000Z,korba-west-bench,zone-b,TL-301,1.25,0.08,1.52,0.01,0.87,22,-71,67,0.009,0.006,0.275,0.047,Normal
2372,2026-04-09T20:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.01,0,0.31,0.1,0.69,25,-73,66,0,0.244,0.003,0.091,Normal
2373,2026-04-09T21:00:00.000Z,singareni-s4,zone-d,SN-101,0.36,0.05,0.79,0.23,1.13,28,-61,63,0.017,0.258,0.101,0.165,Normal
2374,2026-04-09T22:00:00.000Z,jharia-open-pit,zone-c,SN-101,0.84,0.09,0.71,0.44,0,24,-76,89,0.049,0.543,0.202,0.146,Normal
2375,2026-04-09T23:00:00.000Z,korba-west-bench,zone-b,SN-101,0.49,0,0.55,0.04,0.56,30,-69,61,0,0.062,0.147,0.052,Normal
2376,2026-04-10T00:00:00.000Z,korba-west-bench,zone-a,TL-301,1.19,0.35,3.99,0.59,2.01,46,-66,73,0.241,0.144,0.547,0.297,Normal
2377,2026-04-10T01:00:00.000Z,raniganj-south-slope,zone-b,TL-301,0.13,0.08,0,0.06,0.72,34,-81,80,0.013,0.6,0.044,0.077,Normal
2378,2026-04-10T02:00:00.000Z,jharia-open-pit,zone-c,PZ-401,1.92,0.19,3.21,0.63,1.83,47,-82,65,0.139,0.19,0.902,0.244,Normal
2379,2026-04-10T03:00:00.000Z,korba-west-bench,zone-c,SN-101,2.73,0.9,7.22,1.13,3.01,68,-62,95,1.107,0.154,1.856,0.62,Critical
2380,2026-04-10T04:00:00.000Z,korba-west-bench,zone-c,EX-201,0.66,0,0.94,0,0.59,10,-74,99,0,0,0.066,0.027,Normal
2381,2026-04-10T05:00:00.000Z,singareni-s4,zone-b,SN-101,0.55,0.31,1.87,0.11,0.58,25,-60,87,0.065,0.056,0.138,0.179,Normal
2382,2026-04-10T06:00:00.000Z,raniganj-south-slope,zone-d,SN-101,0.85,0.17,0.18,0,0.86,20,-61,75,0.017,0,0.17,0.168,Normal
2383,2026-04-10T07:00:00.000Z,korba-west-bench,zone-c,PZ-401,0.31,0,2.51,0.35,0.59,18,-80,93,0,0.134,0.056,0.102,Normal
2384,2026-04-10T08:00:00.000Z,raniganj-south-slope,zone-c,TL-301,1.13,0.14,1.96,0.03,0.64,44,-71,70,0.018,0.015,0.497,0.091,Normal
2385,2026-04-10T09:00:00.000Z,jharia-open-pit,zone-c,EX-201,1.78,0.27,2.62,0.4,1.41,40,-79,94,0.135,0.147,0.712,0.348,Warning
2386,2026-04-10T10:00:00.000Z,korba-west-bench,zone-d,SN-101,0.14,0.06,1.98,0.15,0.64,21,-74,79,0.015,0.072,0.029,0.093,Normal
2387,2026-04-10T11:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.55,0,0.76,0.12,0.68,29,-85,62,0,0.14,0.16,0.014,Normal
2388,2026-04-10T12:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.27,0.2,1.62,0.01,1.02,14,-76,66,0.022,0.006,0.038,0.127,Normal
2389,2026-04-10T13:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.19,0.09,0.59,0,0.86,28,-84,100,0.009,0,0.053,0.035,Normal
2390,2026-04-10T14:00:00.000Z,korba-west-bench,zone-a,EX-201,0.83,0.23,0.71,0.13,0,20,-81,62,0.053,0.16,0.166,0.123,Normal
2391,2026-04-10T15:00:00.000Z,singareni-s4,zone-c,TL-301,0.85,0.04,0,0.1,0.35,20,-66,70,0.008,1,0.17,0.086,Normal
2392,2026-04-10T16:00:00.000Z,raniganj-south-slope,zone-b,EX-201,3.51,0.88,7.06,1.14,3.35,62,-64,90,1.091,0.159,2.176,0.618,Critical
2393,2026-04-10T17:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,3.59,0.98,8.2,1.56,3.26,65,-63,63,1.627,0.188,2.333,0.699,Critical
2394,2026-04-10T18:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.06,0,1.63,0.29,0.42,28,-74,68,0,0.168,0.017,0.052,Normal
2395,2026-04-10T19:00:00.000Z,korba-west-bench,zone-d,EX-201,0.22,0.19,0.41,0.43,0.69,26,-82,67,0.101,0.843,0.057,0.078,Normal
2396,2026-04-10T20:00:00.000Z,raniganj-south-slope,zone-c,SN-101,0.49,0.08,1.66,0.14,0.47,31,-71,69,0.019,0.08,0.152,0.131,Normal
